ID,Location,Area,Bedroom,Bathroom,Frontage,Floors,Price
268001,"Hà Đông, Hà Nội",70,4.0,3.0,1,,9.5 tỷ
268000,"Đống Đa, Hà Nội",68,3.0,3.0,1,3.0,6.1 tỷ
267999,"Gò Vấp, TP Hồ Chí Minh",140,5.0,4.0,1,4.0,16.3 tỷ
267996,"Quận 12, TP Hồ Chí Minh",60,3.0,3.0,0,4.0,4.3 tỷ
267993,"Tân Phú, TP Hồ Chí Minh",56,2.0,2.0,1,2.0,4.9 tỷ
267991,"Thanh Xuân, Hà Nội",Area is not available,,,1,2.0,3.5 tỷ
267988,"Thanh Trì, Hà Nội",36,,,0,5.0,3.6 tỷ
267987,"Đống Đa, Hà Nội",37,4.0,3.0,1,4.0,3.4 tỷ
267986,"Quận 2, TP Hồ Chí Minh",257,,,0,7.0,2.57 tỷ
267985,"Tân Bình, TP Hồ Chí Minh",120,7.0,7.0,1,5.0,12900000000 tỷ
267984,"Tân Bình, TP Hồ Chí Minh",120,7.0,7.0,1,5.0,12900000000 tỷ
267983,"Bình Tân, TP Hồ Chí Minh",30,2.0,3.0,1,4.0,2.5 tỷ
267981,"Thanh Xuân, Hà Nội",72,,3.0,0,4.0,10.5 tỷ
267980,"Tân Phú, TP Hồ Chí Minh",60,2.0,,0,2.0,3.7 tỷ
267979,"Thủ Đức, TP Hồ Chí Minh",75,5.0,,1,4.0,8.3 tỷ
267977,"Cầu Giấy, Hà Nội",85,3.0,3.0,1,4.0,13 tỷ
267976,"Quận 1, TP Hồ Chí Minh",72,4.0,5.0,0,4.0,16 tỷ
267969,"Long Biên, Hà Nội",70,4.0,6.0,0,5.0,12.2 tỷ
267968,"Long Biên, Hà Nội",70,4.0,6.0,0,5.0,12.2 tỷ
267965,"Gò Vấp, TP Hồ Chí Minh",36,4.0,3.0,0,3.0,3.6 tỷ
267963,"Thanh Xuân, Hà Nội",46,5.0,6.0,0,8.0,10.8 tỷ
267960,"Gò Vấp, TP Hồ Chí Minh",56,3.0,2.0,0,2.0,5.4 tỷ
267958,"Hai Bà Trưng, Hà Nội",40,4.0,5.0,1,6.0,13 tỷ
267957,"Thủ Đức, TP Hồ Chí Minh",40,2.0,2.0,1,2.0,3100000 tỷ
267952,"Tân Bình, TP Hồ Chí Minh",17,,,0,1.0,2.5 tỷ
267951,"Thanh Xuân, Hà Nội",45,2.0,2.0,0,,4.68 tỷ
267949,"Tân Bình, TP Hồ Chí Minh",64,4.0,,0,,7.5 tỷ
267947,"Hai Bà Trưng, Hà Nội",60,4.0,,1,2.0,5.5 tỷ
267946,"Hoàng Mai, Hà Nội",30,,,0,5.0,3.35 tỷ
267945,"Hoàng Mai, Hà Nội",31,3.0,,1,4.0,2.95 tỷ
267944,"Hai Bà Trưng, Hà Nội",45,1.0,,0,4.0,4.95 tỷ
267943,"Hoàng Mai, Hà Nội",58,10.0,,1,,6.4 tỷ
267940,"Tân Bình, TP Hồ Chí Minh",64,4.0,,0,,7.5 tỷ
267939,"Quận 9, TP Hồ Chí Minh",155.76,,,0,,9 tỷ
267938,"Quận 9, TP Hồ Chí Minh",155.76,,,0,,9 tỷ
267937,"Bình Tân, TP Hồ Chí Minh",100,3.0,3.0,0,3.0,4800000 tỷ
267936,"Quận 8, TP Hồ Chí Minh",43,3.0,3.0,0,3.0,4 tỷ
267933,"Từ Sơn, Bắc Ninh",162,,,0,,10050000000 tỷ
267926,"Tân Phú, TP Hồ Chí Minh",43,3.0,2.0,1,2.0,3.2 tỷ
267923,"Thủ Đức, TP Hồ Chí Minh",40,2.0,2.0,0,2.0,3050000 tỷ
267920,"Gia Lâm, Hà Nội",55,,,1,,3.5 tỷ
267918,"Thủ Đức, TP Hồ Chí Minh",97,4.0,,0,2.0,4800000 tỷ
267916,"Huế, Thừa Thiên Huế",90,3.0,3.0,0,3.0,3600000 tỷ
267915,"Thủ Đức, TP Hồ Chí Minh",42,2.0,2.0,0,2.0,2400000 tỷ
267912,"Bình Tân, TP Hồ Chí Minh",87,3.0,,0,3.0,4.8 tỷ
267909,"Tân Bình, TP Hồ Chí Minh",64,4.0,4.0,1,3.0,7.5 tỷ
267906,"Tân Uyên, Bình Dương",61,2.0,3.0,1,2.0,2.47 tỷ
267904,"Tân Uyên, Bình Dương",62,2.0,3.0,1,,2.47 tỷ
267894,"Bình Thạnh, TP Hồ Chí Minh",40,2.0,2.0,0,2.0,495000 tỷ
267893,"Biên Hòa, Đồng Nai",95,3.0,2.0,1,7.0,6.5 tỷ
267892,"Tân Bình, TP Hồ Chí Minh",23,3.0,3.0,0,7.0,3200000 tỷ
267889,"Bình Thạnh, TP Hồ Chí Minh",38,2.0,3.0,1,3.0,41000 tỷ
267883,"Tân Bình, TP Hồ Chí Minh",27,1.0,2.0,0,2.0,1.69 tỷ
267877,"Tân Phú, TP Hồ Chí Minh",55,2.0,2.0,1,2.0,4.9 tỷ
267873,"Hồng Bàng, Hải Phòng",48,4.0,3.0,0,4.0,3.3 tỷ
267863,"Quận 1, TP Hồ Chí Minh",70,,,1,9.0,35900000 tỷ
267860,"Từ Sơn, Bắc Ninh",216,4.0,4.0,0,3.0,12700 tỷ
267856,"Hồng Bàng, Hải Phòng",50,4.0,3.0,1,5.0,3.1 tỷ
267852,"Bình Tân, TP Hồ Chí Minh",47,4.0,3.0,0,4.0,4.4 tỷ
267849,"Tân Bình, TP Hồ Chí Minh",65,3.0,3.0,0,2.0,5.5 tỷ
267846,"Thanh Xuân, Hà Nội",37,3.0,4.0,1,23.0,4.1 tỷ
267845,"Đống Đa, Hà Nội",26,3.0,3.0,1,4.0,3.35 tỷ
267843,"Đống Đa, Hà Nội",46,4.0,4.0,0,5.0,10 tỷ
267842,"Tân Bình, TP Hồ Chí Minh",40,4.0,4.0,1,3.0,5.3 tỷ
267839,"Ba Đình, Hà Nội",33,3.0,4.0,0,,5.5 tỷ
267838,"Bình Tân, TP Hồ Chí Minh",65,4.0,4.0,0,7.0,5000000 tỷ
267837,"Tân Bình, TP Hồ Chí Minh",70,5.0,5.0,1,4.0,7 tỷ
267832,"Tân Bình, TP Hồ Chí Minh",38,3.0,3.0,1,3.0,4.95 tỷ
267831,"Bình Thạnh, TP Hồ Chí Minh",38,2.0,3.0,1,3.0,41000 tỷ
267828,"Sơn Trà, Đà Nẵng",68,3.0,2.0,0,2.0,6.1 tỷ
267827,"Gò Vấp, TP Hồ Chí Minh",70,4.0,4.0,0,3.0,7 tỷ
267825,"Từ Sơn, Bắc Ninh",120,,,1,3.0,7010 tỷ
267822,"Bình Thạnh, TP Hồ Chí Minh",78,10.0,10.0,0,4.0,15.5 tỷ
267815,"Hồng Bàng, Hải Phòng",50,4.0,3.0,0,4.0,3.5 tỷ
267812,"Quận 9, TP Hồ Chí Minh",70,3.0,3.0,0,,4.3 tỷ
267809,"Gò Vấp, TP Hồ Chí Minh",32,2.0,2.0,0,2.0,3.99 tỷ
267806,"Thanh Trì, Hà Nội",43,,,0,3.0,6.95 tỷ
267800,"Quận 9, TP Hồ Chí Minh",67,4.0,5.0,0,4.0,6 tỷ
267793,"Đống Đa, Hà Nội",150,,1.0,1,5.0,17 triệu
267781,"Gò Vấp, TP Hồ Chí Minh",48,2.0,2.0,0,2.0,3.1 tỷ
267779,"Hà Đông, Hà Nội",145,4.0,,0,4.0,2.7 tỷ
267776,"Bình Thạnh, TP Hồ Chí Minh",42,3.0,3.0,0,10.0,5.6 tỷ
267774,"Huế, Thừa Thiên Huế",80,,,1,4.0,2.8 tỷ
267771,"Quận 2, TP Hồ Chí Minh",35,,,0,2.0,1.5 tỷ
267770,"Dương Kinh, Hải Phòng",180,4.0,3.0,1,3.0,11.5 tỷ
267768,"Bình Tân, TP Hồ Chí Minh",56,4.0,3.0,0,7.0,4400000 tỷ
267766,"Gia Lâm, Hà Nội",125,,,1,,15 tỷ
267762,"Vĩnh Cửu, Đồng Nai",120,4.0,2.0,0,,1080 tỷ
267756,"Thanh Xuân, Hà Nội",59,4.0,3.0,0,4.0,11.5 tỷ
267755,"Gò Vấp, TP Hồ Chí Minh",62.5,4.0,,0,5.0,8.8 tỷ
267754,"Gò Vấp, TP Hồ Chí Minh",52,3.0,4.0,1,9.0,5.8 tỷ
267753,"Gò Vấp, TP Hồ Chí Minh",36,2.0,3.0,0,5.0,3.75 tỷ
267750,"Đống Đa, Hà Nội",50,4.0,4.0,1,5.0,6.66 tỷ
267746,"Huế, Thừa Thiên Huế",80,,,1,3.0,2.8 tỷ
267745,"Thủ Đức, TP Hồ Chí Minh",40,2.0,1.0,0,2.0,2600000 tỷ
267744,"Thủ Đức, TP Hồ Chí Minh",42,2.0,1.0,1,2.0,2800000 tỷ
267742,"Tân Uyên, Bình Dương",61,2.0,3.0,1,2.0,2.5 tỷ
267741,"Tân Uyên, Bình Dương",62,2.0,3.0,1,,2.53 tỷ
267739,"Tân Bình, TP Hồ Chí Minh",31,2.0,3.0,1,4.0,3.2 tỷ
267733,"Long Biên, Hà Nội",63,,,1,,14 tỷ
267726,"Bình Chánh, TP Hồ Chí Minh",60,3.0,2.0,1,2.0,1.5 tỷ
267723,"Gò Vấp, TP Hồ Chí Minh",62,4.0,5.0,0,5.0,7.5 tỷ
267715,"Tân Bình, TP Hồ Chí Minh",49,4.0,3.0,0,4.0,8.3 tỷ
267707,"Quận 9, TP Hồ Chí Minh",92,3.0,2.0,1,,4.5 tỷ
267678,"Gò Vấp, TP Hồ Chí Minh",60,3.0,2.0,0,3.0,6 tỷ
267674,"Gò Vấp, TP Hồ Chí Minh",35,2.0,2.0,0,2.0,3.5 tỷ
267671,"Tân Bình, TP Hồ Chí Minh",54,3.0,3.0,1,2.0,6.5 tỷ
267666,"Gò Vấp, TP Hồ Chí Minh",25,3.0,3.0,1,3.0,1.95 tỷ
267661,"Tây Hồ, Hà Nội",32,3.0,4.0,0,5.0,5.6 tỷ
267660,"Thanh Xuân, Hà Nội",Area is not available,4.0,3.0,0,5.0,4.6 tỷ
267658,"Hai Bà Trưng, Hà Nội",50,4.0,5.0,1,6.0,13 tỷ
267657,"Biên Hòa, Đồng Nai",70,4.0,3.0,0,5.0,4.5 tỷ
267656,"Vĩnh Cửu, Đồng Nai",100,4.0,,0,,1.85 tỷ
267654,"Quận 9, TP Hồ Chí Minh",75,3.0,,1,4.0,4200000000 tỷ
267645,"Thanh Xuân, Hà Nội",44,4.0,,0,5.0,5.8 tỷ
267642,"Thanh Xuân, Hà Nội",52,4.0,,0,5.0,5 tỷ
267639,"Gò Vấp, TP Hồ Chí Minh",38,4.0,3.0,0,3.0,4.1 tỷ
267638,"Thanh Xuân, Hà Nội",48,3.0,,0,4.0,4.3 tỷ
267637,"Thanh Xuân, Hà Nội",48,3.0,,0,4.0,4.3 tỷ
267627,"Cầu Giấy, Hà Nội",50,4.0,4.0,1,5.0,12.9 tỷ
267613,"Hóc Môn, TP Hồ Chí Minh",77,3.0,2.0,0,2.0,500 triệu
267611,"Huế, Thừa Thiên Huế",113,2.0,2.0,1,,9400000 tỷ
267608,"Hà Đông, Hà Nội",30,3.0,3.0,0,4.0,2.3 tỷ
267607,"Hà Đông, Hà Nội",30,3.0,3.0,0,4.0,2.3 tỷ
267606,"Long Biên, Hà Nội",61,2.0,,1,7.0,6.9 tỷ
267605,"Thanh Trì, Hà Nội",45,,,0,,2.8 tỷ
267604,"Quận 9, TP Hồ Chí Minh",50,2.0,1.0,0,3.0,3.5 tỷ
267600,"Quận 9, TP Hồ Chí Minh",512,5.0,4.0,0,5.0,34 tỷ
267597,"Tân Phú, TP Hồ Chí Minh",56,3.0,3.0,0,3.0,4.8 tỷ
267596,"Gò Vấp, TP Hồ Chí Minh",36,2.0,,0,2.0,3.85 tỷ
267593,"Tân Bình, TP Hồ Chí Minh",60,10.0,,1,4.0,8.3 tỷ
267590,"Quận 11, TP Hồ Chí Minh",56,3.0,2.0,1,,12.5 tỷ
267589,"Phú Nhuận, TP Hồ Chí Minh",15,2.0,2.0,0,2.0,2.7 tỷ
267588,"Quận 9, TP Hồ Chí Minh",110,,,0,,5.5 tỷ
267587,"Gò Vấp, TP Hồ Chí Minh",111,4.0,3.0,0,4.0,4.3 tỷ
267583,"Thanh Trì, Hà Nội",45,,,0,,2.8 tỷ
267582,"Tân Bình, TP Hồ Chí Minh",21,3.0,3.0,1,3.0,2.2 tỷ
267581,"Tân Bình, TP Hồ Chí Minh",50,,,1,3.0,6.4 tỷ
267580,"Tân Phú, TP Hồ Chí Minh",Area is not available,2.0,,1,3.0,2.15 tỷ
267579,"Hà Đông, Hà Nội",27,3.0,,0,5.0,2.1 tỷ
267578,"Hà Đông, Hà Nội",31,3.0,4.0,0,5.0,3.25 tỷ
267570,"Long Biên, Hà Nội",40,3.0,4.0,0,5.0,4.38 tỷ
267569,"Hoàng Mai, Hà Nội",65,4.0,4.0,1,5.0,5.8 tỷ
267557,"Quận 9, TP Hồ Chí Minh",140,3.0,2.0,1,,5.65 tỷ
267555,"Quận 5, TP Hồ Chí Minh",55,4.0,4.0,1,5.0,11.45 tỷ
267554,"Quận 2, TP Hồ Chí Minh",90,5.0,4.0,1,,10.95 tỷ
267553,"Quận 2, TP Hồ Chí Minh",90,5.0,4.0,1,,10.95 tỷ
267552,"Quận 5, TP Hồ Chí Minh",55,6.0,5.0,1,4.0,6 tỷ
267551,"Quận 10, TP Hồ Chí Minh",60,3.0,2.0,1,2.0,6.78 tỷ
267549,"Thủ Đức, TP Hồ Chí Minh",65,,,0,,2050000 tỷ
267545,"Thanh Trì, Hà Nội",40,,,0,4.0,3.95 tỷ
267540,"Hồng Bàng, Hải Phòng",48,4.0,3.0,0,4.0,3.15 tỷ
267539,"Gò Vấp, TP Hồ Chí Minh",123,3.0,3.0,0,3.0,8.8 tỷ
267538,"Ba Đình, Hà Nội",33,3.0,4.0,0,5.0,5.5 tỷ
267537,"Ba Đình, Hà Nội",33,3.0,4.0,0,5.0,5.5 tỷ
267527,"Thanh Xuân, Hà Nội",40,5.0,1.0,0,5.0,5.3 tỷ
267525,"Thanh Xuân, Hà Nội",42,4.0,,0,5.0,5.6 tỷ
267524,"Thanh Xuân, Hà Nội",42,4.0,,0,5.0,5.6 tỷ
267521,"Gò Vấp, TP Hồ Chí Minh",46,5.0,3.0,0,4.0,6.28 tỷ
267518,"Long Biên, Hà Nội",48,4.0,,1,5.0,5.7 tỷ
267505,"Đông Anh, Hà Nội",57,,,1,3.0,3.79 tỷ
267494,"Đông Anh, Hà Nội",60,,,1,3.0,4.2 tỷ
267492,"Thanh Xuân, Hà Nội",35,4.0,3.0,1,4.0,4.55 tỷ
267491,"Thanh Xuân, Hà Nội",37,4.0,3.0,1,4.0,4.1 tỷ
267484,"Gò Vấp, TP Hồ Chí Minh",49,3.0,2.0,0,2.0,3.4 tỷ
267482,"Biên Hòa, Đồng Nai",120,4.0,2.0,0,,1080 tỷ
267480,"Gò Vấp, TP Hồ Chí Minh",44,3.0,2.0,1,,6 tỷ
267479,"Thủ Đức, TP Hồ Chí Minh",51,,,0,,1500000 tỷ
267478,"Hồng Bàng, Hải Phòng",40,4.0,3.0,0,4.0,3.95 tỷ
267477,"Hai Bà Trưng, Hà Nội",39.8,4.0,3.0,0,4.0,3.6 tỷ
267475,"Thanh Xuân, Hà Nội",62,5.0,4.0,0,5.0,10.45 triệu
267474,"Thanh Xuân, Hà Nội",52,6.0,4.0,0,5.0,14.9 tỷ
267471,"Long Biên, Hà Nội",168,2.0,,0,4.0,38 tỷ
267463,"Thanh Trì, Hà Nội",36,,,0,5.0,3.6 tỷ
267462,"Long Biên, Hà Nội",82,5.0,6.0,1,6.0,8.6 tỷ
267459,"Hà Đông, Hà Nội",31,3.0,3.0,0,5.0,3.25 tỷ
267458,"Thanh Xuân, Hà Nội",42,4.0,3.0,1,5.0,6.4 tỷ
267457,"Tân Phú, TP Hồ Chí Minh",39,3.0,2.0,1,3.0,3.7 tỷ
267456,"Gò Vấp, TP Hồ Chí Minh",72,3.0,3.0,0,3.0,5.6 tỷ
267452,"Tân Bình, TP Hồ Chí Minh",64,3.0,2.0,0,2.0,7.5 tỷ
267451,"Tân Bình, TP Hồ Chí Minh",64,3.0,2.0,0,2.0,7.5 tỷ
267447,"Tân Phú, TP Hồ Chí Minh",122,4.0,5.0,1,3.0,12 tỷ
267446,"Gò Vấp, TP Hồ Chí Minh",42,3.0,2.0,0,3.0,5.1 tỷ
267445,"Hai Bà Trưng, Hà Nội",23,,,1,3.0,3.5 tỷ
267431,"Tân Bình, TP Hồ Chí Minh",40,2.0,2.0,0,2.0,3.9 tỷ
267421,"Quận 1, TP Hồ Chí Minh",80,,,1,,35 tỷ
267415,"Thủ Đức, TP Hồ Chí Minh",1518,30.0,28.0,1,,135 tỷ
267412,"Hai Bà Trưng, Hà Nội",86,4.0,4.0,1,5.0,16 tỷ
267411,"Thủ Đức, TP Hồ Chí Minh",100,2.0,2.0,1,,3050000 tỷ
267408,"Gò Vấp, TP Hồ Chí Minh",34,2.0,2.0,0,2.0,4.5 tỷ
267404,"Bình Thạnh, TP Hồ Chí Minh",60,4.0,5.0,0,7.0,8.6 tỷ
267403,"Bình Thạnh, TP Hồ Chí Minh",85,3.0,3.0,0,10.0,7.6 tỷ
267401,"Thủ Đức, TP Hồ Chí Minh",110,,2.0,1,2.0,4000000 tỷ
267398,"Bình Tân, TP Hồ Chí Minh",48,4.0,,0,4.0,3.5 tỷ
267396,"Tân Bình, TP Hồ Chí Minh",42,2.0,2.0,1,2.0,4.1 tỷ
267392,"Bình Thạnh, TP Hồ Chí Minh",59,4.0,3.0,0,4.0,5.8 tỷ
267389,"Long Biên, Hà Nội",62,,,0,,6.9 tỷ
267387,"Hóc Môn, TP Hồ Chí Minh",100,2.0,1.0,0,,450 triệu
267384,"Hà Đông, Hà Nội",27,3.0,3.0,0,5.0,2.1 tỷ
267380,"Hóc Môn, TP Hồ Chí Minh",50,2.0,2.0,0,,1700000000 tỷ
267377,"Hai Bà Trưng, Hà Nội",68,4.0,4.0,0,6.0,16 tỷ
267376,"Gò Vấp, TP Hồ Chí Minh",56,2.0,2.0,0,2.0,4.7 tỷ
267372,"Quận 9, TP Hồ Chí Minh",168,4.0,5.0,0,5.0,15.9 tỷ
267369,"Tân Bình, TP Hồ Chí Minh",61,,,0,3.0,5.8 tỷ
267368,"Quận 9, TP Hồ Chí Minh",136,4.0,4.0,0,5.0,18.5 tỷ
267367,"Quận 9, TP Hồ Chí Minh",136,4.0,4.0,0,5.0,18.5 tỷ
267364,"Tân Bình, TP Hồ Chí Minh",60,4.0,3.0,1,5.0,5800000 tỷ
267363,"Tân Bình, TP Hồ Chí Minh",52,3.0,4.0,1,4.0,5.95 tỷ
267362,"Gò Vấp, TP Hồ Chí Minh",128,6.0,3.0,0,3.0,11.2 tỷ
267361,"Nha Trang, Khánh Hòa",64,2.0,1.0,0,,1.75 tỷ
267356,"Quận 3, TP Hồ Chí Minh",20,2.0,2.0,0,2.0,3400000000 tỷ
267355,"Tân Bình, TP Hồ Chí Minh",42,3.0,,0,5.0,5300000000 tỷ
267354,"Phú Vang, Thừa Thiên Huế",105,5.0,5.0,0,4.0,3.2 tỷ
267353,"Hồng Bàng, Hải Phòng",48,4.0,3.0,0,4.0,3.5 tỷ
267352,"Thủ Đức, TP Hồ Chí Minh",60,4.0,,1,3.0,3.5 tỷ
267349,"Tân Bình, TP Hồ Chí Minh",56,4.0,6.0,1,5.0,8.2 tỷ
267348,"Tân Phú, TP Hồ Chí Minh",230,10.0,10.0,0,4.0,26 tỷ
267347,"Tân Bình, TP Hồ Chí Minh",21,,,0,3.0,2.8 tỷ
267345,"Quận 11, TP Hồ Chí Minh",20,,,0,,1.6 tỷ
267344,"Thanh Xuân, Hà Nội",70,4.0,3.0,0,4.0,11.7 tỷ
267343,"Gò Vấp, TP Hồ Chí Minh",130,6.0,3.0,0,3.0,11.2 tỷ
267340,"Long Biên, Hà Nội",35,1.0,,0,5.0,2 tỷ
267339,"Gò Vấp, TP Hồ Chí Minh",229,5.0,5.0,0,5.0,9.5 tỷ
267335,"Gò Vấp, TP Hồ Chí Minh",72,3.0,2.0,0,3.0,5 tỷ
267332,"Tân Phú, TP Hồ Chí Minh",48,3.0,3.0,0,3.0,5.8 tỷ
267331,"Gò Vấp, TP Hồ Chí Minh",25,2.0,2.0,0,2.0,3.78 tỷ
267329,"Tân Bình, TP Hồ Chí Minh",40,2.0,2.0,0,2.0,4300000 tỷ
267328,"Quận 9, TP Hồ Chí Minh",66,,,0,,3.6 tỷ
267325,"Hoàng Mai, Hà Nội",30,4.0,4.0,0,5.0,3.15 tỷ
267323,"Tân Phú, TP Hồ Chí Minh",52,4.0,,0,,3.7 tỷ
267322,"Tân Phú, TP Hồ Chí Minh",52,4.0,,0,,3.7 tỷ
267320,"Huế, Thừa Thiên Huế",80,3.0,3.0,0,,4500 tỷ
267318,"Hóc Môn, TP Hồ Chí Minh",104,2.0,1.0,0,,500 tỷ
267317,"Gò Vấp, TP Hồ Chí Minh",39,2.0,2.0,0,2.0,2.8 tỷ
267312,"Long Biên, Hà Nội",160,2.0,,1,7.0,23 tỷ
267310,"Biên Hòa, Đồng Nai",32,2.0,2.0,0,2.0,1.85 tỷ
267309,"Biên Hòa, Đồng Nai",32,2.0,2.0,0,2.0,1.85 tỷ
267308,"Đất Đỏ, Bà Rịa Vũng Tàu",225,2.0,2.0,0,,2936 tỷ
267307,"Thủ Đức, TP Hồ Chí Minh",52,2.0,2.0,0,2.0,2350000 tỷ
267306,"Thủ Đức, TP Hồ Chí Minh",52,2.0,2.0,0,2.0,2350000 tỷ
267303,"Bình Thạnh, TP Hồ Chí Minh",56,3.0,3.0,0,7.0,6.2 tỷ
267300,"Tân Bình, TP Hồ Chí Minh",30,,,0,2.0,2 tỷ
267299,"Gò Vấp, TP Hồ Chí Minh",56,3.0,2.0,1,2.0,5.6 tỷ
267298,"Thủ Đức, TP Hồ Chí Minh",55,2.0,2.0,1,,2102000 tỷ
267296,"Bình Tân, TP Hồ Chí Minh",47,4.0,3.0,0,4.0,4.4 tỷ
267295,"Bình Tân, TP Hồ Chí Minh",47,4.0,3.0,0,4.0,4.4 tỷ
267293,"Thanh Xuân, Hà Nội",41,4.0,3.0,0,4.0,6.9 tỷ
267292,"Tân Phú, TP Hồ Chí Minh",44,4.0,,0,4.0,4.5 tỷ
267291,"Quận 7, TP Hồ Chí Minh",81,2.0,,0,,5.7 tỷ
267287,"Tân Phú, TP Hồ Chí Minh",44,4.0,,0,4.0,4.5 tỷ
267286,"Quận 3, TP Hồ Chí Minh",80,,,1,11.0,32000000000 tỷ
267283,"Hai Bà Trưng, Hà Nội",50,4.0,,0,4.0,4.35 tỷ
267282,"Hai Bà Trưng, Hà Nội",50,4.0,,0,4.0,4.35 tỷ
267280,"Vĩnh Cửu, Đồng Nai",120,3.0,,0,,1080 tỷ
267279,"Biên Hòa, Đồng Nai",126,4.0,2.0,0,3.0,1.08 tỷ
267278,"Đống Đa, Hà Nội",42,2.0,,0,5.0,3.85 tỷ
267276,"Thanh Xuân, Hà Nội",45,4.0,,0,4.0,4.6 tỷ
267273,"Tân Bình, TP Hồ Chí Minh",21,,,0,3.0,2.8 tỷ
267271,"Huế, Thừa Thiên Huế",55,4.0,4.0,0,5.0,3970000 tỷ
267270,"Vĩnh Cửu, Đồng Nai",72,2.0,2.0,0,3.0,1.65 tỷ
267267,"Tân Bình, TP Hồ Chí Minh",41,4.0,,0,3.0,5.9 tỷ
267266,"Thanh Trì, Hà Nội",40,,,0,4.0,120 tỷ
267260,"Quận 9, TP Hồ Chí Minh",110,,,1,4.0,5.9 tỷ
267259,"Quận 9, TP Hồ Chí Minh",110,,,1,4.0,5.9 tỷ
267258,"Thanh Xuân, Hà Nội",48,4.0,5.0,0,6.0,8.8 tỷ
267257,"Hóc Môn, TP Hồ Chí Minh",60,2.0,2.0,0,2.0,580 triệu
267254,"Tân Phú, TP Hồ Chí Minh",48,2.0,2.0,0,2.0,2.95 tỷ
267253,"Hồng Bàng, Hải Phòng",48,4.0,3.0,1,4.0,3.5 tỷ
267251,"Thủ Đức, TP Hồ Chí Minh",40,2.0,2.0,0,4.0,2590000 tỷ
267250,"Tân Bình, TP Hồ Chí Minh",41,4.0,,0,3.0,5.9 tỷ
267243,"Tân Uyên, Bình Dương",62,2.0,3.0,0,6.0,2.53 tỷ
267242,"Tân Uyên, Bình Dương",61,2.0,3.0,1,4.0,2.53 tỷ
267241,"Tân Uyên, Bình Dương",61,2.0,3.0,1,2.0,2.53 tỷ
267240,"Tân Uyên, Bình Dương",62,2.0,3.0,1,,2.53 tỷ
267239,"Tân Uyên, Bình Dương",61,2.0,3.0,0,6.0,2.53 tỷ
267238,"Tân Uyên, Bình Dương",62,2.0,3.0,0,4.0,2.53 tỷ
267237,"Gò Vấp, TP Hồ Chí Minh",34,3.0,2.0,0,3.0,3.25 tỷ
267236,"Tân Uyên, Bình Dương",62,2.0,3.0,1,2.0,2.53 tỷ
267235,"Tân Uyên, Bình Dương",61,2.0,3.0,1,,2.53 tỷ
267230,"Quận 9, TP Hồ Chí Minh",30,2.0,2.0,0,2.0,3.25 tỷ
267224,"Tây Hồ, Hà Nội",36,3.0,3.0,0,5.0,4.6 tỷ
267223,"Tây Hồ, Hà Nội",45,4.0,4.0,0,2.0,5.2 tỷ
267222,"Tây Hồ, Hà Nội",40,4.0,4.0,0,6.0,6.3 tỷ
267220,"Gò Vấp, TP Hồ Chí Minh",85,3.0,3.0,0,10.0,8.9 tỷ
267217,"Tân Phú, TP Hồ Chí Minh",48,5.0,5.0,0,5.0,5.95 tỷ
267215,"Bình Thạnh, TP Hồ Chí Minh",48,2.0,3.0,0,11.0,6.8 tỷ
267211,"Từ Sơn, Bắc Ninh",75,,,0,4.0,3650 tỷ
267210,"Thủ Đức, TP Hồ Chí Minh",85,7.0,,1,5.0,6200000 tỷ
267209,"Thủ Đức, TP Hồ Chí Minh",106,5.0,,1,8.0,92 tỷ
267208,"Cầu Giấy, Hà Nội",32,3.0,4.0,0,,4.35 tỷ
267206,"Hai Bà Trưng, Hà Nội",50,4.0,4.0,0,4.0,14 tỷ
267205,"Huế, Thừa Thiên Huế",48,2.0,2.0,0,2.0,2750000 tỷ
267204,"Tây Hồ, Hà Nội",30,3.0,3.0,0,4.0,3.15 tỷ
267203,"Tây Hồ, Hà Nội",46,,,0,3.0,5.45 tỷ
267202,"Long Biên, Hà Nội",218,,,1,4.0,102 tỷ
267200,"Gò Vấp, TP Hồ Chí Minh",42,2.0,3.0,0,2.0,4.8 tỷ
267199,"Gò Vấp, TP Hồ Chí Minh",43,2.0,2.0,0,2.0,4.98 tỷ
267198,"Quận 9, TP Hồ Chí Minh",110,,,1,3.0,8.45 tỷ
267197,"Quận 12, TP Hồ Chí Minh",520,,,1,,12 tỷ
267196,"Hà Đông, Hà Nội",41,7.0,5.0,0,6.0,5.1 tỷ
267195,"Thanh Xuân, Hà Nội",65,4.0,4.0,1,5.0,5.6 tỷ
267194,"Hoàng Mai, Hà Nội",62,4.0,4.0,0,5.0,5.4 tỷ
267191,"An Dương, Hải Phòng",100,3.0,3.0,0,3.0,4.5 tỷ
267190,"Quận 9, TP Hồ Chí Minh",35,2.0,2.0,0,2.0,3.4 tỷ
267186,"Long Biên, Hà Nội",55,4.0,4.0,0,4.0,5.5 tỷ
267185,"Tân Phú, TP Hồ Chí Minh",63,4.0,5.0,0,3.0,5.9 tỷ
267184,"Thanh Xuân, Hà Nội",34,3.0,4.0,1,5.0,4.35 tỷ
267183,"Thủ Đức, TP Hồ Chí Minh",122,3.0,2.0,1,2.0,5200000 tỷ
267181,"Hà Đông, Hà Nội",85,4.0,3.0,1,5.0,9.86 tỷ
